ID,book,bk,ch,vs,field
GEN/40:1,GEN,1,40,1,"And it cometh to pass, after these things -- the butler of the king of Egypt and the baker have sinned against their lord, against the king of Egypt;"
GEN/40:2,GEN,1,40,2,"and Pharaoh is wroth against his two eunuchs, against the chief of the butlers, and against the chief of the bakers,"
GEN/40:3,GEN,1,40,3,"and giveth them in charge in the house of the chief of the executioners, unto the round-house, the place where Joseph  a prisoner,"
GEN/40:4,GEN,1,40,4,"and the chief of the executioners chargeth Joseph with them, and he serveth them; and they are days in charge."
GEN/40:5,GEN,1,40,5,"And they dream a dream both of them, each his dream in one night, each according to the interpretation of his dream, the butler and the baker whom the king of Egypt hath, who `are' prisoners in the round-house."
GEN/40:6,GEN,1,40,6,"And Joseph cometh in unto them in the morning, and seeth them, and lo, they `are' morose;"
GEN/40:7,GEN,1,40,7,"and he asketh Pharaoh's eunuchs who `are' with him in charge in the house of his lord, saying, `Wherefore `are' your faces sad to-day?'"
GEN/40:8,GEN,1,40,8,"And they say unto him, `A dream we have dreamed, and there is no interpreter of it;' and Joseph saith unto them, `Are not interpretations with God? recount, I pray you, to me.'"
GEN/40:9,GEN,1,40,9,"And the chief of the butlers recounteth his dream to Joseph, and saith to him, `In my dream, then lo, a vine  before me!"
GEN/40:10,GEN,1,40,10,"and in the vine `are' three branches, and it  as it were flourishing; gone up hath its blossom, its clusters have ripened grapes;"
GEN/40:11,GEN,1,40,11,"and Pharaoh's cup  in my hand, and I take the grapes and press them into the cup of Pharaoh, and I give the cup into the hand of Pharaoh.'"
GEN/40:12,GEN,1,40,12,"And Joseph saith to him, `This  its interpretation: the three branches are three days;"
GEN/40:13,GEN,1,40,13,"yet, within three days doth Pharaoh lift up thy head, and hath put thee back on thy station, and thou hast given the cup of Pharaoh into his hand, according to the former custom when thou wast his butler."
GEN/40:14,GEN,1,40,14,"`Surely if thou hast remembered me with thee, when it is well with thee, and hast done (I pray thee) kindness with me, and hast made mention of me unto Pharaoh, then hast thou brought me out from this house,"
GEN/40:15,GEN,1,40,15,for I was really stolen from the land of the Hebrews; and here also have I done nothing that they have put me in the pit.'
GEN/40:16,GEN,1,40,16,"And the chief of the bakers seeth that he hath interpreted good, and he saith unto Joseph, `I also `am' in a dream, and lo, three baskets of white bread `are' on my head,"
GEN/40:17,GEN,1,40,17,"and in the uppermost basket `are' of all `kinds' of Pharaoh's food, work of a baker; and the birds are eating them out of the basket, from off my head.'"
GEN/40:18,GEN,1,40,18,"And Joseph answereth and saith, `This  its interpretation: the three baskets are three days;"
GEN/40:19,GEN,1,40,19,"yet, within three days doth Pharaoh lift up thy head from off thee, and hath hanged thee on a tree, and the birds have eaten thy flesh from off thee.'"
GEN/40:20,GEN,1,40,20,"And it cometh to pass, on the third day, Pharaoh's birthday, that he maketh a banquet to all his servants, and lifteth up the head of the chief of the butlers, and the head of the chief of the bakers among his servants,"
GEN/40:21,GEN,1,40,21,"and he putteth back the chief of the butlers to his butlership, and he giveth the cup into the hand of Pharaoh;"
GEN/40:22,GEN,1,40,22,"and the chief of the bakers he hath hanged, as Joseph hath interpreted to them;"
GEN/40:23,GEN,1,40,23,"and the chief of the butlers hath not remembered Joseph, but forgetteth him."
GEN/41:1,GEN,1,41,1,"And it cometh to pass, at the end of two years of days that Pharaoh is dreaming, and lo, he is standing by the River,"
GEN/41:2,GEN,1,41,2,"and lo, from the River coming up are seven kine, of fair appearance, and fat `in' flesh, and they feed among the reeds;"
GEN/41:3,GEN,1,41,3,"and lo, seven other kine are coming up after them out of the River, of bad appearance, and lean `in' flesh, and they stand near the kine on the edge of the River,"
GEN/41:4,GEN,1,41,4,"and the kine of bad appearance and lean `in' flesh eat up the seven kine of fair appearance, and fat -- and Pharaoh awaketh."
GEN/41:5,GEN,1,41,5,"And he sleepeth, and dreameth a second time, and lo, seven ears are coming up on one stalk, fat and good,"
GEN/41:6,GEN,1,41,6,"and lo, seven ears, thin, and blasted with an east wind, are springing up after them;"
GEN/41:7,GEN,1,41,7,"and the thin ears swallow the seven fat and full ears -- and Pharaoh awaketh, and lo, a dream."
GEN/41:8,GEN,1,41,8,"And it cometh to pass in the morning, that his spirit is moved, and he sendeth and calleth all the scribes of Egypt, and all its wise men, and Pharaoh recounteth to them his dream, and there is no interpreter of them to Pharaoh."
GEN/41:9,GEN,1,41,9,"And the chief of the butlers speaketh with Pharaoh, saying, `My sin I mention this day:"
GEN/41:10,GEN,1,41,10,"Pharaoh hath been wroth against his servants, and giveth me into charge in the house of the chief of the executioners, me and the chief of the bakers;"
GEN/41:11,GEN,1,41,11,"and we dream a dream in one night, I and he, each according to the interpretation of his dream we have dreamed."
GEN/41:12,GEN,1,41,12,"And there  with us a youth, a Hebrew, servant to the chief of the executioners, and we recount to him, and he interpreteth to us our dreams, `to' each according to his dream hath he interpreted,"
GEN/41:13,GEN,1,41,13,"and it cometh to pass, as he hath interpreted to us so it hath been, me he put back on my station, and him he hanged.'"
GEN/41:14,GEN,1,41,14,"And Pharaoh sendeth and calleth Joseph, and they cause him to run out of the pit, and he shaveth, and changeth his garments, and cometh in unto Pharaoh."
GEN/41:15,GEN,1,41,15,"And Pharaoh saith unto Joseph, `A dream I have dreamed, and there is no interpreter of it, and I -- I have heard concerning thee, saying, Thou understandest a dream to interpret it,'"
GEN/41:16,GEN,1,41,16,"and Joseph answereth Pharaoh, saying, `Without me -- God doth answer Pharaoh with peace.'"
GEN/41:17,GEN,1,41,17,"And Pharaoh speaketh unto Joseph: `In my dream, lo, I am standing by the edge of the River,"
GEN/41:18,GEN,1,41,18,"and lo, out of the River coming up are seven kine, fat `in' flesh, and of fair form, and they feed among the reeds;"
GEN/41:19,GEN,1,41,19,"and lo, seven other kine are coming up after them, thin, and of very bad form, and lean `in' flesh; I have not seen like these in all the land of Egypt for badness."
GEN/41:20,GEN,1,41,20,"`And the lean and the bad kine eat up the first seven fat kine,"
GEN/41:21,GEN,1,41,21,"and they come in unto their midst, and it hath not been known that they have come in unto their midst, and their appearance  bad as at the commencement; and I awake."
GEN/41:22,GEN,1,41,22,"`And I see in my dream, and lo, seven ears are coming up on one stalk, full and good;"
GEN/41:23,GEN,1,41,23,"and lo, seven ears, withered, thin, blasted with an east wind, are springing up after them;"
GEN/41:24,GEN,1,41,24,"and the thin ears swallow the seven good ears; and I tell unto the scribes, and there is none declaring to me.'"
GEN/41:25,GEN,1,41,25,"And Joseph saith unto Pharaoh, `The dream of Pharaoh is one: that which God is doing he hath declared to Pharaoh;"
GEN/41:26,GEN,1,41,26,"the seven good kine are seven years, and the seven good ears are seven years, the dream is one;"
GEN/41:27,GEN,1,41,27,"and the seven thin and bad kine which are coming up after them are seven years, and the seven empty ears, blasted with an east wind, are seven years of famine;"
GEN/41:28,GEN,1,41,28,"this  the thing which I have spoken unto Pharaoh: That which God is doing, he hath shewn Pharaoh."
GEN/41:29,GEN,1,41,29,"`Lo, seven years are coming of great abundance in all the land of Egypt,"
GEN/41:30,GEN,1,41,30,"and seven years of famine have arisen after them, and all the plenty is forgotten in the land of Egypt, and the famine hath finished the land,"
GEN/41:31,GEN,1,41,31,"and the plenty is not known in the land because of that famine afterwards, for it  very grievous."
GEN/41:32,GEN,1,41,32,"`And because of the repeating of the dream unto Pharaoh twice, surely the thing is established by God, and God is hastening to do it."
GEN/41:33,GEN,1,41,33,"`And now, let Pharaoh provide a man, intelligent and wise, and set him over the land of Egypt;"
GEN/41:34,GEN,1,41,34,"let Pharaoh make and appoint overseers over the land, and receive a fifth of the land of Egypt in the seven years of plenty,"
GEN/41:35,GEN,1,41,35,"and they gather all the food of these good years that are coming, and heap up corn under the hand of Pharaoh -- food in the cities; and they have kept `it',"
GEN/41:36,GEN,1,41,36,"and the food hath been for a store for the land, for the seven years of famine which are in the land of Egypt; and the land is cut off by the famine.'"
GEN/41:37,GEN,1,41,37,"And the thing is good in the eyes of Pharaoh, and in the eyes of all his servants,"
GEN/41:38,GEN,1,41,38,"and Pharaoh saith unto his servants, `Do we find like this, a man in whom the spirit of God ?'"
GEN/41:39,GEN,1,41,39,"and Pharaoh saith unto Joseph, `After God's causing thee to know all this, there is none intelligent and wise as thou;"
GEN/41:40,GEN,1,41,40,"thou -- thou art over my house, and at thy mouth do all my people kiss; only in the throne I am greater than thou.'"
GEN/41:41,GEN,1,41,41,"And Pharaoh saith unto Joseph, `See, I have put thee over all the land of Egypt.'"
GEN/41:42,GEN,1,41,42,"And Pharaoh turneth aside his seal-ring from off his hand, and putteth it on the hand of Joseph, and clotheth him `with' garments of fine linen, and placeth a chain of gold on his neck,"
GEN/41:43,GEN,1,41,43,"and causeth him to ride in the second chariot which he hath, and they proclaim before him, `Bow the knee!' and -- to put him over all the land of Egypt."
GEN/41:44,GEN,1,41,44,"And Pharaoh saith unto Joseph, `I `am' Pharaoh, and without thee a man doth not lift up his hand and his foot in all the land of Egypt;'"
GEN/41:45,GEN,1,41,45,"and Pharaoh calleth Joseph's name Zaphnath-Paaneah, and he giveth to him Asenath daughter of Poti-Pherah, priest of On, for a wife, and Joseph goeth out over the land of Egypt."
GEN/41:46,GEN,1,41,46,"And Joseph  a son of thirty years in his standing before Pharaoh king of Egypt, and Joseph goeth out from the presence of Pharaoh, and passeth over through all the land of Egypt;"
GEN/41:47,GEN,1,41,47,and the land maketh in the seven years of plenty by handfuls.
GEN/41:48,GEN,1,41,48,"And he gathereth all the food of the seven years which have been in the land of Egypt, and putteth food in the cities; the food of the field which  round about `each' city hath he put in its midst;"
GEN/41:49,GEN,1,41,49,"and Joseph gathereth corn as sand of the sea, multiplying exceedingly, until that he hath ceased to number, for there is no number."
GEN/41:50,GEN,1,41,50,"And to Joseph were born two sons before the year of famine cometh, whom Asenath daughter of Poti-Pherah, priest of On, hath borne to him,"
GEN/41:51,GEN,1,41,51,"and Joseph calleth the name of the first-born Manasseh: `for, God hath made me to forget all my labour, and all the house of my father;'"
GEN/41:52,GEN,1,41,52,"and the name of the second he hath called Ephraim: `for, God hath caused me to be fruitful in the land of mine affliction.'"
GEN/41:53,GEN,1,41,53,"And the seven years of plenty are completed which have been in the land of Egypt,"
GEN/41:54,GEN,1,41,54,"and the seven years of famine begin to come, as Joseph said, and famine is in all the lands, but in all the land of Egypt hath been bread;"
GEN/41:55,GEN,1,41,55,"and all the land of Egypt is famished, and the people crieth unto Pharaoh for bread, and Pharaoh saith to all the Egyptians, `Go unto Joseph; that which he saith to you -- do.'"
GEN/41:56,GEN,1,41,56,"And the famine has been over all the face of the land, and Joseph openeth all `places' which have `corn' in them, and selleth to the Egyptians; and the famine is severe in the land of Egypt,"
GEN/41:57,GEN,1,41,57,"and all the earth hath come to Egypt, to buy, unto Joseph, for the famine was severe in all the earth."
GEN/42:1,GEN,1,42,1,"And Jacob seeth that there is corn in Egypt, and Jacob saith to his sons, `Why do you look at each other?'"
GEN/42:2,GEN,1,42,2,"he saith also, `Lo, I have heard that there is corn in Egypt, go down thither, and buy for us from thence, and we live and do not die;'"
GEN/42:3,GEN,1,42,3,"and the ten brethren of Joseph go down to buy corn in Egypt,"
GEN/42:4,GEN,1,42,4,"and Benjamin, Joseph's brother, Jacob hath not sent with his brethren, for he said, `Lest mischief meet him.'"
GEN/42:5,GEN,1,42,5,"And the sons of Israel come to buy in the midst of those coming, for the famine hath been in the land of Canaan,"
GEN/42:6,GEN,1,42,6,"and Joseph is the ruler over the land, he who is selling to all the people of the land, and Joseph's brethren come and bow themselves to him -- face to the earth."
GEN/42:7,GEN,1,42,7,"And Joseph seeth his brethren, and discerneth them, and maketh himself strange unto them, and speaketh with them sharp things, and saith unto them, `From whence have ye come?' and they say, `From the land of Canaan -- to buy food.'"
GEN/42:8,GEN,1,42,8,"And Joseph discerneth his brethren, but they have not discerned him,"
GEN/42:9,GEN,1,42,9,"and Joseph remembereth the dreams which he dreamed of them, and saith unto them, `Ye `are' spies; to see the nakedness of the land ye have come.'"
GEN/42:10,GEN,1,42,10,"And they say unto him, `No, my lord, but thy servants have come to buy food;"
GEN/42:11,GEN,1,42,11,"we `are' all of us sons of one man, we `are' right men; thy servants have not been spies;'"
GEN/42:12,GEN,1,42,12,"and he saith unto them, `No, but the nakedness of the land ye have come to see;'"
GEN/42:13,GEN,1,42,13,"and they say, `Thy servants `are' twelve brethren; we `are' sons of one man in the land of Canaan, and lo, the young one  with our father to-day, and the one is not.'"
GEN/42:14,GEN,1,42,14,"And Joseph saith unto them, `This  that which I have spoken unto you, saying, Ye `are' spies,"
GEN/42:15,GEN,1,42,15,by this ye are proved: Pharaoh liveth! if ye go out from this -- except by your young brother coming hither;
GEN/42:16,GEN,1,42,16,"send one of you, and let him bring your brother, and ye, remain ye bound, and let your words be proved, whether truth be with you: and if not -- Pharaoh liveth! surely ye `are' spies;'"
GEN/42:17,GEN,1,42,17,and he removeth them unto charge three days.
GEN/42:18,GEN,1,42,18,"And Joseph saith unto them on the third day, `This do and live; God I fear!"
GEN/42:19,GEN,1,42,19,"if ye `are' right men, let one of your brethren be bound in the house of your ward, and ye, go, carry in corn `for' the famine of your houses,"
GEN/42:20,GEN,1,42,20,"and your young brother ye bring unto me, and your words are established, and ye die not;' and they do so."
GEN/42:21,GEN,1,42,21,"And they say one unto another, `Verily we `are' guilty concerning our brother, because we saw the distress of his soul, in his making supplication unto us, and we did not hearken: therefore hath this distress come upon us.'"
GEN/42:22,GEN,1,42,22,"And Reuben answereth them, saying, `Spake I not unto you, saying, Sin not against the lad? and ye hearkened not; and his blood also, lo, it is required.'"
GEN/42:23,GEN,1,42,23,"And they have not known that Joseph understandeth, for the interpreter  between them;"
GEN/42:24,GEN,1,42,24,"and he turneth round from them, and weepeth, and turneth back unto them, and speaketh unto them, and taketh from them Simeon, and bindeth him before their eyes."
GEN/42:25,GEN,1,42,25,"And Joseph commandeth, and they fill their vessels `with' corn, also to put back the money of each unto his sack, and to give to them provision for the way; and one doth to them so."
GEN/42:26,GEN,1,42,26,"And they lift up their corn upon their asses, and go from thence,"
GEN/42:27,GEN,1,42,27,"and the one openeth his sack to give provender to his ass at a lodging-place, and he seeth his money, and lo, it  in the mouth of his bag,"
GEN/42:28,GEN,1,42,28,"and he saith unto his brethren, `My money hath been put back, and also, lo, in my bag:' and their heart goeth out, and they tremble, one to another saying, `What  this God hath done to us!'"
GEN/42:29,GEN,1,42,29,"And they come in unto Jacob their father, to the land of Canaan, and they declare to him all the things meeting them, saying,"
GEN/42:30,GEN,1,42,30,"`The man, the lord of the land, hath spoken with us sharp things, and maketh us as spies of the land;"
GEN/42:31,GEN,1,42,31,"and we say unto him, We `are' right men, we have not been spies,"
GEN/42:32,GEN,1,42,32,"we `are' twelve brethren, sons of our father, the one is not, and the young one  to-day with our father in the land of Canaan."
GEN/42:33,GEN,1,42,33,"`And the man, the lord of the land, saith unto us, By this I know that ye `are' right men -- one of your brethren leave with me, and `for' the famine of your houses take ye and go,"
GEN/42:34,GEN,1,42,34,"and bring your young brother unto me, and I know that ye `are' not spies, but ye `are' right men; your brother I give to you, and ye trade with the land.'"
GEN/42:35,GEN,1,42,35,"And it cometh to pass, they are emptying their sacks, and lo, the bundle of each man's silver  in his sack, and they see their bundles of silver, they and their father, and are afraid;"
GEN/42:36,GEN,1,42,36,"and Jacob their father saith unto them, `Me ye have bereaved; Joseph is not, and Simeon is not, and Benjamin ye take -- against me have been all these.'"
GEN/42:37,GEN,1,42,37,"And Reuben speaketh unto his father, saying, `My two sons thou dost put to death, if I bring him not in unto thee; give him into my hand, and I -- I bring him back unto thee;'"
GEN/42:38,GEN,1,42,38,"and he saith, `My son doth not go down with you, for his brother  dead, and he by himself is left; when mischief hath met him in the way in which ye go, then ye have brought down my grey hairs in sorrow to sheol.'"
GEN/43:1,GEN,1,43,1,And the famine  severe in the land;
GEN/43:2,GEN,1,43,2,"and it cometh to pass, when they have finished eating the corn which they brought from Egypt, that their father saith unto them, `Turn back, buy for us a little food.'"
GEN/43:3,GEN,1,43,3,"And Judah speaketh unto him, saying, `The man protesting protested to us, saying, Ye do not see my face without your brother `being' with you;"
GEN/43:4,GEN,1,43,4,"if thou art sending our brother with us, we go down, and buy for thee food,"
GEN/43:5,GEN,1,43,5,"and if thou art not sending -- we do not go down, for the man said unto us, Ye do not see my face without your brother `being' with you.'"
GEN/43:6,GEN,1,43,6,"And Israel saith, `Why did ye evil to me, by declaring to the man that ye had yet a brother?'"
GEN/43:7,GEN,1,43,7,"and they say, `The man asked diligently concerning us, and concerning our kindred, saying, Is your father yet alive? have ye a brother? and we declare to him according to the tenor of these things; do we certainly know that he will say, Bring down your brother?'"
GEN/43:8,GEN,1,43,8,"And Judah saith unto Israel his father, `Send the youth with me, and we arise, and go, and live, and do not die, both we, and thou, and our infants."
GEN/43:9,GEN,1,43,9,"I -- I am surety `for' him, from my hand thou dost require him; if I have not brought him in unto thee, and set him before thee -- then I have sinned against thee all the days;"
GEN/43:10,GEN,1,43,10,"for if we had not lingered, surely now we had returned these two times.'"
GEN/43:11,GEN,1,43,11,"And Israel their father saith unto them, `If so, now, this do: take of the praised thing of the land in your vessels, and take down to the man a present, a little balm, and a little honey, spices and myrrh, nuts and almonds;"
GEN/43:12,GEN,1,43,12,"and double money take in your hand, even the money which is brought back in the mouth of your bags, ye take back in your hand, it may be it  an oversight."
GEN/43:13,GEN,1,43,13,"`And take your brother, and rise, turn back unto the man;"
GEN/43:14,GEN,1,43,14,"and God Almighty give to you mercies before the man, so that he hath sent to you your other brother and Benjamin; and I, when I am bereaved -- I am bereaved.'"
GEN/43:15,GEN,1,43,15,"And the men take this present, double money also they have taken in their hand, and Benjamin; and they rise, and go down to Egypt, and stand before Joseph;"
GEN/43:16,GEN,1,43,16,"and Joseph seeth Benjamin with them, and saith to him who  over his house, `Bring the men into the house, and slaughter an animal, and make ready, for with me do the men eat at noon.'"
GEN/43:17,GEN,1,43,17,"And the man doth as Joseph hath said, and the man bringeth in the men into the house of Joseph,"
GEN/43:18,GEN,1,43,18,"and the men are afraid because they have been brought into the house of Joseph, and they say, `For the matter of the money which was put back in our bags at the commencement are we brought in -- to roll himself upon us, and to throw himself on us, and to take us for servants -- our asses also.'"
GEN/43:19,GEN,1,43,19,"And they come nigh unto the man who  over the house of Joseph, and speak unto him at the opening of the house,"
GEN/43:20,GEN,1,43,20,"and say, `O, my lord, we really come down at the commencement to buy food;"
GEN/43:21,GEN,1,43,21,"and it cometh to pass, when we have come in unto the lodging-place, and open our bags, that lo, each one's money  in the mouth of his bag, our money in its weight, and we bring it back in our hand;"
GEN/43:22,GEN,1,43,22,and other money have we brought down in our hand to buy food; we have not known who put our money in our bags.'
GEN/43:23,GEN,1,43,23,"And he saith, `Peace to you, fear not: your God and the God of your father hath given to you hidden treasure in your bags, your money came unto me;' and he bringeth out Simeon unto them."
GEN/43:24,GEN,1,43,24,"And the man bringeth in the men into Joseph's house, and giveth water, and they wash their feet; and he giveth provender for their asses,"
GEN/43:25,GEN,1,43,25,"and they prepare the present until the coming of Joseph at noon, for they have heard that there they do eat bread."
GEN/43:26,GEN,1,43,26,"And Joseph cometh into the house, and they bring to him the present which  in their hand, into the house, and bow themselves to him, to the earth;"
GEN/43:27,GEN,1,43,27,"and he asketh of them of peace, and saith, `Is your father well? the aged man of whom ye have spoken, is he yet alive?'"
GEN/43:28,GEN,1,43,28,"and they say, `Thy servant our father  well, he is yet alive;' and they bow, and do obeisance."
GEN/43:29,GEN,1,43,29,"And he lifteth up his eyes, and seeth Benjamin his brother, his mother's son, and saith, `Is this your young brother, of whom ye have spoken unto me?' and he saith, `God favour thee, my son.'"
GEN/43:30,GEN,1,43,30,"And Joseph hasteth, for his bowels have been moved for his brother, and he seeketh to weep, and entereth the inner chamber, and weepeth there;"
GEN/43:31,GEN,1,43,31,"and he washeth his face, and goeth out, and refraineth himself, and saith, `Place bread.'"
GEN/43:32,GEN,1,43,32,"And they place for him by himself, and for them by themselves, and for the Egyptians who are eating with him by themselves: for the Egyptians are unable to eat bread with the Hebrews, for it  an abomination to the Egyptians."
GEN/43:33,GEN,1,43,33,"And they sit before him, the first-born according to his birthright, and the young one according to his youth, and the men wonder one at another;"
GEN/43:34,GEN,1,43,34,"and he lifteth up gifts from before him unto them, and the gift of Benjamin is five hands more than the gifts of all of them; and they drink, yea, they drink abundantly with him."
GEN/44:1,GEN,1,44,1,"And he commandeth him who  over his house, saying, `Fill the bags of the men `with' food, as they are able to bear, and put the money of each in the mouth of his bag;"
GEN/44:2,GEN,1,44,2,"and my cup, the silver cup, thou dost put in the mouth of the bag of the young one, and his corn-money;' and he doth according to the word of Joseph which he hath spoken."
GEN/44:3,GEN,1,44,3,"The morning is bright, and the men have been sent away, they and their asses --"
GEN/44:4,GEN,1,44,4,"they have gone out of the city -- they have not gone far off -- and Joseph hath said to him who  over his house, `Rise, pursue after the men; and thou hast overtaken them, and thou hast said unto them, Why have ye recompensed evil for good?"
GEN/44:5,GEN,1,44,5,Is not this that with which my lord drinketh? and he observeth diligently with it; ye have done evil `in' that which ye have done.'
GEN/44:6,GEN,1,44,6,"And he overtaketh them, and speaketh unto them these words,"
GEN/44:7,GEN,1,44,7,"and they say unto him, `Why doth my lord speak according to these words? far be it from thy servants to do according to this word;"
GEN/44:8,GEN,1,44,8,"lo, the money which we found in the mouth of our bags we brought back unto thee from the land of Canaan, and how do we steal from the house of thy lord silver or gold?"
GEN/44:9,GEN,1,44,9,"with whomsoever of thy servants it is found, he hath died, and we also are to my lord for servants.'"
GEN/44:10,GEN,1,44,10,"And he saith, `Now, also, according to your words, so it ; he with whom it is found becometh my servant, and ye are acquitted;'"
GEN/44:11,GEN,1,44,11,"and they hasten and take down each his bag to the earth, and each openeth his bag;"
GEN/44:12,GEN,1,44,12,"and he searcheth -- at the eldest he hath begun, and at the youngest he hath completed -- and the cup is found in the bag of Benjamin;"
GEN/44:13,GEN,1,44,13,"and they rend their garments, and each ladeth his ass, and they turn back to the city."
GEN/44:14,GEN,1,44,14,"And Judah -- his brethren also -- cometh in unto the house of Joseph, and he is yet there, and they fall before him to the earth;"
GEN/44:15,GEN,1,44,15,"and Joseph saith to them, `What  this deed that ye have done? have ye not known that a man like me doth diligently observe?'"
GEN/44:16,GEN,1,44,16,"And Judah saith, `What do we say to my lord? what do we speak? and what -- do we justify ourselves? God hath found out the iniquity of thy servants; lo, we `are' servants to my lord, both we, and he in whose hand the cup hath been found;'"
GEN/44:17,GEN,1,44,17,"and he saith, `Far be it from me to do this; the man in whose hand the cup hath been found, he becometh my servant; and ye, go ye up in peace unto your father.'"
GEN/44:18,GEN,1,44,18,"And Judah cometh nigh unto him, and saith, `O, my lord, let thy servant speak, I pray thee, a word in the ears of my lord, and let not thine anger burn against thy servant -- for thou art as Pharaoh."
GEN/44:19,GEN,1,44,19,"My lord hath asked his servants, saying, Have ye a father or brother?"
GEN/44:20,GEN,1,44,20,"and we say unto my lord, We have a father, an aged one, and a child of old age, a little one; and his brother died, and he is left alone of his mother, and his father hath loved him."
GEN/44:21,GEN,1,44,21,"`And thou sayest unto thy servants, Bring him down unto me, and I set mine eye upon him;"
GEN/44:22,GEN,1,44,22,"and we say unto my lord, The youth is not able to leave his father, when he hath left his father, then he hath died;"
GEN/44:23,GEN,1,44,23,"and thou sayest unto thy servants, If your young brother come not down with you, ye add not to see my face."
GEN/44:24,GEN,1,44,24,"`And it cometh to pass, that we have come up unto thy servant my father, that we declare to him the words of my lord;"
GEN/44:25,GEN,1,44,25,"and our father saith, Turn back, buy for us a little food,"
GEN/44:26,GEN,1,44,26,"and we say, We are not able to go down; if our young brother is with us, then we have gone down; for we are not able to see the man's face, and our young brother not with us."
GEN/44:27,GEN,1,44,27,"`And thy servant my father saith unto us, Ye -- ye have known that two did my wife bare to me,"
GEN/44:28,GEN,1,44,28,"and the one goeth out from me, and I say, Surely he is torn -- torn! and I have not seen him since;"
GEN/44:29,GEN,1,44,29,"when ye have taken also this from my presence, and mischief hath met him, then ye have brought down my grey hairs with evil to sheol."
GEN/44:30,GEN,1,44,30,"`And now, at my coming in unto thy servant my father, and the youth not with us (and his soul is bound up in his soul),"
GEN/44:31,GEN,1,44,31,"then it hath come to pass when he seeth that the youth is not, that he hath died, and thy servants have brought down the grey hairs of thy servant our father with sorrow to sheol;"
GEN/44:32,GEN,1,44,32,"for thy servant obtained the youth by surety from my father, saying, If I bring him not in unto thee -- then I have sinned against my father all the days."
GEN/44:33,GEN,1,44,33,"`And now, let thy servant, I pray thee, abide instead of the youth a servant to my lord, and the youth goeth up with his brethren,"
GEN/44:34,GEN,1,44,34,"for how do I go up unto my father, and the youth not with me? lest I look on the evil which doth find my father.'"
GEN/45:1,GEN,1,45,1,"And Joseph hath not been able to refrain himself before all those standing by him, and he calleth, `Put out every man from me;' and no man hath stood with him when Joseph maketh himself known unto his brethren,"
GEN/45:2,GEN,1,45,2,"and he giveth forth his voice in weeping, and the Egyptians hear, and the house of Pharaoh heareth."
GEN/45:3,GEN,1,45,3,"And Joseph saith unto his brethren, `I `am' Joseph, is my father yet alive?' and his brethren have not been able to answer him, for they have been troubled at his presence."
GEN/45:4,GEN,1,45,4,"And Joseph saith unto his brethren, `Come nigh unto me, I pray you,' and they come nigh; and he saith, `I `am' Joseph, your brother, whom ye sold into Egypt;"
GEN/45:5,GEN,1,45,5,"and now, be not grieved, nor let it be displeasing in your eyes that ye sold me hither, for to preserve life hath God sent me before you."
GEN/45:6,GEN,1,45,6,"`Because these two years the famine  in the heart of the land, and yet `are' five years, `in' which there is neither ploughing nor harvest;"
GEN/45:7,GEN,1,45,7,"and God sendeth me before you, to place of you a remnant in the land, and to give life to you by a great escape;"
GEN/45:8,GEN,1,45,8,"and now, ye -- ye have not sent me hither, but God, and He doth set me for a father to Pharaoh, and for lord to all his house, and ruler over all the land of Egypt."
GEN/45:9,GEN,1,45,9,"`Haste, and go up unto my father, then ye have said to him, Thus said Joseph thy son, God hath set me for lord to all Egypt; come down unto me, stay not,"
GEN/45:10,GEN,1,45,10,"and thou hast dwelt in the land of Goshen, and been near unto me, thou and thy sons, and thy son's sons, and thy flock, and thy herd, and all that thou hast,"
GEN/45:11,GEN,1,45,11,"and I have nourished thee there -- for yet `are' five years of famine -- lest thou become poor, thou and thy household, and all that thou hast."
GEN/45:12,GEN,1,45,12,"`And lo, your eyes are seeing, and the eyes of my brother Benjamin, that `it is' my mouth which is speaking unto you;"
GEN/45:13,GEN,1,45,13,"and ye have declared to my father all my honour in Egypt, and all that ye have seen, and ye have hasted, and have brought down my father hither.'"
GEN/45:14,GEN,1,45,14,"And he falleth on the neck of Benjamin his brother, and weepeth, and Benjamin hath wept on his neck;"
GEN/45:15,GEN,1,45,15,"and he kisseth all his brethren, and weepeth over them; and afterwards have his brethren spoken with him."
GEN/45:16,GEN,1,45,16,"And the sound hath been heard in the house of Pharaoh, saying, `Come have the brethren of Joseph;' and it is good in the eyes of Pharaoh, and in the eyes of his servants,"
GEN/45:17,GEN,1,45,17,"and Pharaoh saith unto Joseph, `Say unto thy brethren, This do ye: lade your beasts, and go, enter ye the land of Canaan,"
GEN/45:18,GEN,1,45,18,"and take your father, and your households, and come unto me, and I give to you the good of the land of Egypt, and eat ye the fat of the land."
GEN/45:19,GEN,1,45,19,"`Yea, thou -- thou hast been commanded: this do ye, take for yourselves out of the land of Egypt, waggons for your infants, and for your wives, and ye have brought your father, and come;"
GEN/45:20,GEN,1,45,20,"and your eye hath no pity on your vessels, for the good of all the land of Egypt  yours.'"
GEN/45:21,GEN,1,45,21,"And the sons of Israel do so, and Joseph giveth waggons to them by the command of Pharaoh, and he giveth to them provision for the way;"
GEN/45:22,GEN,1,45,22,"to all of them hath he given -- to each changes of garments, and to Benjamin he hath given three hundred silverlings, and five changes of garments;"
